Song_ID,Song_Name,Artist,Genre,Sub_Genre,Tempo_BPM,Energy_Score,Danceability_Score,Valence_Score,Acousticness_Score,Instrumentalness_Score,Popularity_Score,Loudness_dB,Speechiness_Score,Liveness_Score,Duration_MS,Release_Year,Language,Sentiment_Label,Mood,Era
S015502,Song_15502,Ennio Morricone,R&B,Contemporary R&B,106,45,71,20,69,9,33,-24,40,56,294149,1999,Spanish,Neutral,Peaceful,90s
S015503,Song_15503,Ariana Grande,Rock,Hard Rock,98,66,46,27,35,5,40,-24,15,69,91281,1965,Japanese,Neutral,Peaceful,60s
S015504,Song_15504,Stray Kids,Pop,J-Pop,89,55,71,57,46,8,46,-37,69,33,95546,1970,Korean,Neutral,Peaceful,70s
S015505,Song_15505,Marshmello,Afro,Afrobeats,153,69,80,61,67,10,56,-46,17,9,324050,2011,English,Neutral,Peaceful,2010s
S015506,Song_15506,Daddy Yankee,Metal,Death Metal,187,90,49,71,17,5,94,-26,14,8,271675,1989,Portuguese,Happy,Joyful,80s
S015507,Song_15507,Shakira,Pop,Dance-pop,150,53,45,70,22,23,35,-32,99,48,250961,1950,Portuguese,Neutral,Peaceful,50s-Early
S015508,Song_15508,Stray Kids,Rock,Alternative Rock,76,85,79,26,47,34,59,-57,15,63,201903,1980,Japanese,Energetic,Powerful,80s
S015509,Song_15509,Harry Styles,Country,Outlaw Country,153,82,63,66,18,7,85,-21,94,26,346592,2023,Hindi,Happy,Joyful,2020s
S015510,Song_15510,Iron Maiden,Latin,Salsa,85,76,68,49,20,39,50,-33,76,32,91037,1985,Portuguese,Neutral,Peaceful,80s
S015511,Song_15511,Swedish House Mafia,Classical,Baroque,115,54,35,42,71,62,75,-33,33,31,214987,1965,Hindi,Neutral,Peaceful,60s
S015512,Song_15512,Charlie Parker,Electronic,Dubstep,123,77,76,100,23,78,83,-33,31,66,147120,2005,Arabic,Euphoric,Ecstatic,2000s
S015513,Song_15513,Taylor Swift,Pop,J-Pop,158,74,74,37,34,30,46,-43,61,25,149709,1956,Italian,Neutral,Peaceful,50s-Early
S015514,Song_15514,Charlie Parker,Hip-Hop,Conscious Hip-Hop,125,56,49,79,19,15,89,-25,91,36,303098,1974,French,Neutral,Peaceful,70s
S015515,Song_15515,Ghost,Hip-Hop,Boom Bap,99,40,74,97,46,15,20,-6,57,92,113224,1978,Arabic,Romantic,Passionate,70s
S015516,Song_15516,Beyoncé,Afro,Reggae,83,58,61,51,25,26,64,-59,19,68,346475,1969,Japanese,Neutral,Peaceful,60s
S015517,Song_15517,David Guetta,R&B,Neo Soul,90,78,77,94,30,40,60,-33,74,32,395580,2010,Japanese,Euphoric,Ecstatic,2010s
S015518,Song_15518,Marshmello,Metal,Progressive Metal,126,83,32,72,0,25,73,-10,54,38,204968,2009,English,Happy,Joyful,2000s
S015519,Song_15519,Lady Gaga,Pop,Indie Pop,108,85,50,99,32,33,44,-9,24,12,90902,1969,Korean,Euphoric,Ecstatic,60s
S015520,Song_15520,Green Day,Latin,Bossa Nova,80,46,42,98,42,21,80,-19,4,50,303538,2006,Portuguese,Romantic,Passionate,2000s
S015521,Song_15521,Nina Simone,Country,Country Pop,132,47,77,35,47,25,39,-47,44,45,109781,2000,Italian,Neutral,Peaceful,2000s
S015522,Song_15522,Skrillex,Metal,Black Metal,122,82,53,2,25,47,40,-40,2,36,381627,2000,Japanese,Angry,Aggressive,2000s
S015523,Song_15523,Bach,Jazz,Cool Jazz,82,81,51,16,21,18,36,-31,43,12,194965,1975,Spanish,Angry,Aggressive,70s
S015524,Song_15524,TWICE,Classical,Baroque,116,39,27,86,74,70,36,-20,19,29,125276,1980,Arabic,Romantic,Passionate,80s
S015525,Song_15525,Harry Styles,Classical,Contemporary,110,54,8,15,77,71,79,-52,49,8,343179,2001,Arabic,Neutral,Peaceful,2000s
S015526,Song_15526,Daft Punk,Latin,Bachata,151,85,40,23,44,46,46,-24,26,63,147505,2021,French,Angry,Aggressive,2020s
S015527,Song_15527,Ludovico Einaudi,Pop,Electropop,95,74,56,71,66,27,99,-30,43,11,289901,1973,Hindi,Happy,Joyful,70s
S015528,Song_15528,Miles Davis,Classical,Minimalist,51,53,26,96,86,63,75,-46,82,79,389424,1997,Italian,Neutral,Peaceful,90s
S015529,Song_15529,Jhené Aiko,Pop,Synthpop,146,83,78,40,65,42,65,-45,56,50,342645,1956,Portuguese,Energetic,Powerful,50s-Early
S015530,Song_15530,Chopin,Hip-Hop,Boom Bap,153,86,76,27,34,13,95,-17,41,46,311903,1993,French,Energetic,Powerful,90s
S015531,Song_15531,Ariana Grande,Classical,Romantic,43,53,22,9,86,93,49,-29,92,76,391234,2022,Italian,Neutral,Peaceful,2020s
S015532,Song_15532,Nina Simone,Metal,Progressive Metal,189,99,42,10,26,8,85,-50,19,32,128054,1962,English,Angry,Aggressive,60s
S015533,Song_15533,The Lumineers,Hip-Hop,Cloud Rap,87,44,73,72,47,32,22,-38,40,48,353114,2004,Japanese,Romantic,Passionate,2000s
S015534,Song_15534,Johnny Cash,Jazz,Cool Jazz,153,73,60,72,67,44,37,-46,55,34,298235,1959,Japanese,Happy,Joyful,50s-Early
S015535,Song_15535,Swedish House Mafia,Classical,Contemporary,46,32,37,0,99,72,36,-39,22,43,104554,2016,Spanish,Sad,Melancholic,2010s
S015536,Song_15536,TWICE,R&B,Alternative R&B,95,58,70,98,69,22,46,-8,34,94,287280,1974,Korean,Neutral,Peaceful,70s
S015537,Song_15537,Stray Kids,Hip-Hop,Mumble Rap,129,59,52,59,32,32,39,-40,37,55,155402,2016,German,Neutral,Peaceful,2010s
S015538,Song_15538,Ariana Grande,Rock,Progressive Rock,128,73,49,82,59,21,79,-56,68,33,165566,1982,German,Happy,Joyful,80s
S015539,Song_15539,Chris Stapleton,Metal,Metalcore,134,94,21,85,23,40,25,-34,28,79,405775,2012,German,Euphoric,Ecstatic,2010s
S015540,Song_15540,Tyler The Creator,Pop,Latin Pop,115,81,45,61,43,47,53,-10,24,91,193845,1995,Hindi,Energetic,Powerful,90s
S015541,Song_15541,Calvin Harris,R&B,Funk,87,52,78,66,67,39,73,-25,52,50,390572,2020,Spanish,Neutral,Peaceful,2020s
S015542,Song_15542,Tiwa Savage,Classical,Minimalist,101,14,14,85,70,67,77,-46,29,17,169941,1961,French,Relaxed,Calm,60s
S015543,Song_15543,System Of A Down,Electronic,Trance,130,76,61,43,26,35,23,-7,14,36,130305,1982,Arabic,Neutral,Peaceful,80s
S015544,Song_15544,Yiruma,R&B,Contemporary R&B,104,80,57,42,49,18,56,-33,16,98,295073,1975,French,Neutral,Peaceful,70s
S015545,Song_15545,Iron Maiden,Rock,Progressive Rock,114,69,42,14,41,49,88,-35,95,48,356224,1989,English,Neutral,Peaceful,80s
S015546,Song_15546,Taylor Swift,Afro,Reggae,132,85,63,42,54,25,92,-35,86,25,192492,1993,Korean,Energetic,Powerful,90s
S015547,Song_15547,J. Cole,Latin,Reggaeton,150,60,43,18,46,10,67,-24,4,54,170412,1968,Japanese,Neutral,Peaceful,60s
S015548,Song_15548,Swedish House Mafia,Rock,Classic Rock,146,46,52,41,37,34,38,-7,78,4,158088,1989,Portuguese,Neutral,Peaceful,80s
S015549,Song_15549,Jay-Z,Afro,Dancehall,132,77,77,49,21,46,20,-28,63,84,144825,1973,Japanese,Neutral,Peaceful,70s
S015550,Song_15550,Lady Gaga,R&B,Contemporary R&B,95,76,57,28,53,7,21,-12,87,69,316273,1990,Spanish,Neutral,Peaceful,90s
S015551,Song_15551,Skrillex,Latin,Latin Trap,130,85,62,42,57,43,61,-41,92,31,312855,1956,English,Energetic,Powerful,50s-Early
S015552,Song_15552,Coldplay,Country,Americana,136,65,57,54,47,45,95,-11,23,7,97048,1958,Spanish,Neutral,Peaceful,50s-Early
S015553,Song_15553,Shawn Mendes,Pop,J-Pop,93,55,73,49,10,24,47,-33,84,74,321255,1961,Korean,Neutral,Peaceful,60s
S015554,Song_15554,The Lumineers,R&B,Neo Soul,100,77,48,3,55,8,67,-46,45,35,167001,2023,English,Angry,Aggressive,2020s
S015555,Song_15555,Pantera,Latin,Bachata,116,55,53,35,61,8,58,-19,41,7,371829,1990,Italian,Neutral,Peaceful,90s
S015556,Song_15556,Future,Hip-Hop,Boom Bap,154,66,84,90,33,26,43,-50,79,52,109483,1960,Arabic,Happy,Joyful,60s
S015557,Song_15557,John Coltrane,Metal,Heavy Metal,171,99,52,44,6,14,67,-19,2,4,309365,1950,French,Energetic,Powerful,50s-Early
S015558,Song_15558,DaBaby,Electronic,House,113,81,90,97,30,70,58,-16,79,87,271226,1954,Arabic,Euphoric,Ecstatic,50s-Early
S015559,Song_15559,TWICE,Latin,Salsa,139,81,60,19,19,12,54,-5,93,49,116577,1994,English,Angry,Aggressive,90s
S015560,Song_15560,Foo Fighters,R&B,Contemporary R&B,119,86,67,53,36,34,56,-26,18,62,336196,1990,German,Energetic,Powerful,90s
S015561,Song_15561,Cardi B,Afro,Reggae,136,77,43,74,12,14,64,-33,67,49,286774,1952,Japanese,Happy,Joyful,50s-Early
S015562,Song_15562,Tiwa Savage,Latin,Bachata,108,86,60,66,34,49,100,-44,86,16,360326,1967,German,Happy,Joyful,60s
S015563,Song_15563,Ed Sheeran,Electronic,Trance,131,92,76,42,19,42,72,-42,75,24,264445,2023,Japanese,Energetic,Powerful,2020s
S015564,Song_15564,Justice,Hip-Hop,Cloud Rap,129,52,41,97,58,22,71,-27,20,42,338264,1968,Italian,Neutral,Peaceful,60s
S015565,Song_15565,J. Cole,Pop,J-Pop,84,73,53,100,61,12,52,-27,15,63,208476,1976,Spanish,Happy,Joyful,70s
S015566,Song_15566,Arctic Monkeys,Afro,Afrobeats,113,72,72,88,13,41,94,-50,21,77,261174,1951,Arabic,Happy,Joyful,50s-Early
S015567,Song_15567,Karol G,R&B,Neo Soul,85,84,44,81,60,31,86,-5,86,71,342717,2023,Spanish,Euphoric,Ecstatic,2020s
S015568,Song_15568,System Of A Down,Hip-Hop,Mumble Rap,145,67,77,87,33,28,43,-22,2,99,370814,1975,Spanish,Happy,Joyful,70s
S015569,Song_15569,Beyoncé,R&B,Contemporary R&B,89,43,51,67,14,22,22,-23,16,88,389592,2003,German,Romantic,Passionate,2000s
S015570,Song_15570,BTS,Country,Bluegrass,78,61,78,45,38,16,35,-22,29,44,405306,1970,Portuguese,Neutral,Peaceful,70s
S015571,Song_15571,Lucky Daye,Hip-Hop,Boom Bap,99,69,45,56,66,49,48,-54,28,98,366082,1958,German,Neutral,Peaceful,50s-Early
S015572,Song_15572,Burna Boy,Latin,Reggaeton,155,89,60,18,30,21,48,-36,52,47,230125,1956,Italian,Angry,Aggressive,50s-Early
S015573,Song_15573,Post Malone,R&B,Contemporary R&B,108,68,80,48,66,13,69,-56,36,93,245982,1982,English,Neutral,Peaceful,80s
S015574,Song_15574,Chris Stapleton,Rock,Indie Rock,89,61,40,36,61,38,93,-57,16,51,153682,2009,Italian,Neutral,Peaceful,2000s
S015575,Song_15575,Imagine Dragons,R&B,Alternative R&B,131,89,40,52,29,20,88,-15,56,53,187638,1960,Hindi,Energetic,Powerful,60s
S015576,Song_15576,Taylor Swift,Metal,Progressive Metal,143,89,56,8,15,18,29,-38,61,66,137981,1951,Spanish,Angry,Aggressive,50s-Early
S015577,Song_15577,Dua Lipa,Jazz,Bebop,100,89,78,54,62,9,59,-40,53,43,342873,2020,Korean,Energetic,Powerful,2020s
S015578,Song_15578,Avicii,Rock,Hard Rock,89,51,64,66,27,11,37,-32,38,53,399304,1962,French,Neutral,Peaceful,60s
S015579,Song_15579,Iron Maiden,R&B,Alternative R&B,151,44,62,77,15,29,33,-9,14,63,412551,1970,Italian,Romantic,Passionate,70s
S015580,Song_15580,ODESZA,Metal,Progressive Metal,134,96,37,58,20,40,48,-42,97,53,279918,2023,Japanese,Energetic,Powerful,2020s
S015581,Song_15581,Brent Faiyaz,Hip-Hop,Trap,127,55,75,56,15,32,69,-57,97,84,264819,1965,Arabic,Neutral,Peaceful,60s
S015582,Song_15582,Marshmello,Latin,Latin Trap,79,55,76,28,41,10,86,-19,19,52,246646,1954,German,Neutral,Peaceful,50s-Early
S015583,Song_15583,Rosalía,Afro,Reggae,115,53,50,2,63,42,44,-26,16,34,120155,1974,English,Neutral,Peaceful,70s
S015584,Song_15584,Khalid,R&B,Alternative R&B,140,67,60,18,13,8,31,-34,15,76,346929,1968,Portuguese,Neutral,Peaceful,60s
S015585,Song_15585,Kendrick Lamar,R&B,Alternative R&B,84,57,47,71,62,38,97,-25,90,56,385253,1996,English,Neutral,Peaceful,90s
S015586,Song_15586,Martin Garrix,Electronic,Techno,113,83,67,32,32,76,97,-52,23,31,274010,1987,Italian,Energetic,Powerful,80s
S015587,Song_15587,Olivia Rodrigo,Electronic,Drum & Bass,124,77,65,97,12,47,57,-36,10,28,234282,1954,German,Euphoric,Ecstatic,50s-Early
S015588,Song_15588,BTS,Pop,Indie Pop,137,48,75,99,32,17,59,-40,43,8,182090,1951,Hindi,Romantic,Passionate,50s-Early
S015589,Song_15589,Daddy Yankee,Country,Outlaw Country,139,47,71,54,41,25,41,-59,57,42,400409,2014,French,Neutral,Peaceful,2010s
S015590,Song_15590,Bad Bunny,R&B,Funk,119,82,83,100,64,14,27,-57,33,55,164265,1978,Hindi,Euphoric,Ecstatic,70s
S015591,Song_15591,Lil Baby,Pop,Electropop,133,47,58,81,17,16,32,-10,65,18,351527,2022,Arabic,Romantic,Passionate,2020s
S015592,Song_15592,Lil Baby,Latin,Bossa Nova,148,73,51,86,23,25,20,-22,16,96,257234,1973,Japanese,Happy,Joyful,70s
S015593,Song_15593,Tiwa Savage,Country,Country Pop,91,77,50,42,35,17,95,-45,78,52,296738,1968,Hindi,Neutral,Peaceful,60s
S015594,Song_15594,Rauw Alejandro,R&B,Alternative R&B,111,46,52,95,14,21,73,-50,34,63,97559,1978,English,Romantic,Passionate,70s
S015595,Song_15595,Lil Nas X,Country,Country Pop,115,81,69,23,37,26,43,-26,1,39,136280,1969,Hindi,Angry,Aggressive,60s
S015596,Song_15596,Pantera,Hip-Hop,Mumble Rap,151,44,51,79,29,48,86,-42,90,55,215776,1972,German,Romantic,Passionate,70s
S015597,Song_15597,Burna Boy,Hip-Hop,Conscious Hip-Hop,85,75,80,45,30,25,50,-60,33,52,119518,1975,Portuguese,Neutral,Peaceful,70s
S015598,Song_15598,Harry Styles,Afro,Highlife,143,84,76,6,19,25,29,-49,93,66,130896,1970,English,Angry,Aggressive,70s
S015599,Song_15599,Cardi B,Afro,Afrobeats,75,62,65,77,63,24,35,-44,12,20,161704,2006,Korean,Neutral,Peaceful,2000s
S015600,Song_15600,Skrillex,Country,Bluegrass,104,45,56,43,31,28,88,-5,87,79,360973,1984,Arabic,Neutral,Peaceful,80s
S015601,Song_15601,Tyler The Creator,Metal,Heavy Metal,161,98,52,22,17,27,64,-51,15,93,154379,1959,Portuguese,Angry,Aggressive,50s-Early
S015602,Song_15602,Daniel Caesar,Classical,Film Score,116,17,19,47,94,77,43,-39,39,84,353904,1959,Spanish,Relaxed,Calm,50s-Early
S015603,Song_15603,Wizkid,Electronic,Trance,138,94,63,84,22,84,92,-47,17,18,327905,1983,German,Euphoric,Ecstatic,80s
S015604,Song_15604,Bach,Classical,Contemporary,49,46,16,28,83,99,89,-60,18,9,220141,2018,Japanese,Neutral,Peaceful,2010s
S015605,Song_15605,Flume,Rock,Hard Rock,110,56,40,13,66,16,53,-44,52,72,233236,1958,German,Neutral,Peaceful,50s-Early
S015606,Song_15606,H.E.R.,Electronic,Techno,123,78,94,2,25,47,33,-50,88,36,175257,1965,Italian,Angry,Aggressive,60s
S015607,Song_15607,Bruno Mars,Metal,Metalcore,157,83,20,71,29,14,51,-6,51,66,348735,2002,Arabic,Happy,Joyful,2000s
S015608,Song_15608,Nina Simone,Electronic,House,132,74,67,59,33,78,67,-28,88,47,192788,1963,Arabic,Neutral,Peaceful,60s
S015609,Song_15609,Duke Ellington,R&B,Alternative R&B,109,53,78,81,28,20,21,-58,70,11,390851,1967,Arabic,Neutral,Peaceful,60s
S015610,Song_15610,BLACKPINK,Jazz,Smooth Jazz,109,71,49,86,42,20,49,-15,71,64,248152,1953,Korean,Happy,Joyful,50s-Early
S015611,Song_15611,The Weeknd,Afro,Afrohouse,81,69,42,89,63,11,43,-45,33,61,252543,2006,Italian,Happy,Joyful,2000s
S015612,Song_15612,Snoop Dogg,Metal,Death Metal,150,90,49,51,29,15,95,-35,61,27,178777,1964,French,Energetic,Powerful,60s
S015613,Song_15613,Deadmau5,Metal,Metalcore,151,91,36,81,14,13,77,-32,70,24,194804,1961,Hindi,Euphoric,Ecstatic,60s
S015614,Song_15614,Harry Styles,Metal,Progressive Metal,164,82,41,69,14,11,64,-24,61,48,137301,1954,French,Happy,Joyful,50s-Early
S015615,Song_15615,Shawn Mendes,Hip-Hop,Drill,121,72,60,93,24,31,24,-38,45,40,380102,1997,Portuguese,Happy,Joyful,90s
S015616,Song_15616,Davido,Pop,Indie Pop,144,62,78,13,25,21,34,-14,41,67,314229,1991,Hindi,Neutral,Peaceful,90s
S015617,Song_15617,Alicia Keys,Afro,Highlife,144,65,71,37,28,48,42,-51,45,60,219383,1963,Italian,Neutral,Peaceful,60s
S015618,Song_15618,Nina Simone,Jazz,Smooth Jazz,148,68,48,88,31,8,36,-11,33,39,397024,1963,Korean,Happy,Joyful,60s
S015619,Song_15619,Nina Simone,R&B,Alternative R&B,83,78,64,91,60,49,84,-23,69,3,333819,1967,Korean,Euphoric,Ecstatic,60s
S015620,Song_15620,Mumford & Sons,Metal,Death Metal,135,84,23,79,4,15,42,-10,67,20,252033,1976,Hindi,Euphoric,Ecstatic,70s
S015621,Song_15621,Karol G,Latin,Bachata,86,59,84,36,45,49,59,-37,18,17,209018,1955,Arabic,Neutral,Peaceful,50s-Early
S015622,Song_15622,Ella Fitzgerald,Classical,Film Score,54,47,29,32,87,93,46,-52,96,58,113523,2016,Korean,Neutral,Peaceful,2010s
S015623,Song_15623,Ella Fitzgerald,R&B,Alternative R&B,114,55,60,53,52,43,92,-16,69,93,397465,2003,Hindi,Neutral,Peaceful,2000s
S015624,Song_15624,Justice,Pop,Electropop,108,80,78,56,41,30,47,-56,66,70,143591,1974,French,Neutral,Peaceful,70s
S015625,Song_15625,Megan Thee Stallion,Afro,Afrobeats,108,66,84,95,17,47,33,-59,39,23,132178,1950,Hindi,Happy,Joyful,50s-Early
S015626,Song_15626,Cardi B,Metal,Progressive Metal,147,89,59,10,23,36,20,-16,65,14,276823,1962,Spanish,Angry,Aggressive,60s
S015627,Song_15627,Dolly Parton,R&B,Contemporary R&B,100,73,63,4,62,5,60,-20,52,18,307547,2022,Spanish,Angry,Aggressive,2020s
S015628,Song_15628,BLACKPINK,Latin,Bossa Nova,131,41,47,9,65,47,46,-14,60,36,135903,1992,English,Sad,Melancholic,90s
S015629,Song_15629,Drake,Hip-Hop,Cloud Rap,135,71,52,63,15,27,55,-10,59,87,297370,1964,Portuguese,Neutral,Peaceful,60s
S015630,Song_15630,Linkin Park,Afro,Afrobeats,155,69,61,84,24,7,72,-23,46,50,163906,1958,French,Happy,Joyful,50s-Early
S015631,Song_15631,Travis Scott,Latin,Latin Trap,127,54,61,47,45,37,26,-34,68,87,247940,1951,Spanish,Neutral,Peaceful,50s-Early
S015632,Song_15632,Disclosure,Hip-Hop,Conscious Hip-Hop,96,45,65,56,58,7,23,-15,61,12,392820,1968,Portuguese,Neutral,Peaceful,60s
S015633,Song_15633,The Chemical Brothers,Afro,Afrobeats,108,84,77,7,58,48,29,-40,18,62,397441,1958,Japanese,Angry,Aggressive,50s-Early
S015634,Song_15634,Calvin Harris,Afro,Reggae,133,85,83,37,29,49,93,-7,0,28,266670,1969,Hindi,Energetic,Powerful,60s
S015635,Song_15635,Foo Fighters,Electronic,Ambient,137,90,65,59,35,77,95,-44,53,23,200533,2007,Spanish,Energetic,Powerful,2000s
S015636,Song_15636,Louis Armstrong,Country,Americana,129,58,80,2,55,38,82,-23,16,82,264325,2012,English,Neutral,Peaceful,2010s
S015637,Song_15637,Megan Thee Stallion,R&B,Funk,151,48,69,55,13,28,98,-6,72,19,183745,1981,Hindi,Neutral,Peaceful,80s
S015638,Song_15638,Mozart,Metal,Heavy Metal,126,83,24,25,1,13,100,-29,29,4,129082,1969,Spanish,Energetic,Powerful,60s
S015639,Song_15639,Future,Classical,Contemporary,109,17,36,89,99,71,79,-41,39,76,125159,2021,Hindi,Relaxed,Calm,2020s
S015640,Song_15640,The Rolling Stones,Metal,Progressive Metal,135,99,41,20,20,15,63,-37,80,4,343639,2019,Spanish,Angry,Aggressive,2010s
S015641,Song_15641,Charlie Parker,Hip-Hop,Boom Bap,83,68,78,83,15,10,46,-46,87,71,103537,2016,Italian,Happy,Joyful,2010s
S015642,Song_15642,J Balvin,Pop,Indie Pop,150,68,48,88,28,46,53,-32,58,22,302434,1964,Spanish,Happy,Joyful,60s
S015643,Song_15643,Justin Bieber,Classical,Film Score,89,19,17,44,75,64,99,-33,62,93,234522,1974,English,Relaxed,Calm,70s
S015644,Song_15644,Cardi B,Hip-Hop,Boom Bap,111,57,51,16,11,5,43,-24,35,28,185149,2009,German,Neutral,Peaceful,2000s
S015645,Song_15645,Justice,R&B,Neo Soul,146,47,61,80,34,13,36,-38,23,2,115852,1994,Italian,Romantic,Passionate,90s
S015646,Song_15646,Wizkid,Country,Americana,76,76,49,62,40,17,32,-34,67,83,225407,1950,German,Neutral,Peaceful,50s-Early
S015647,Song_15647,Anuel AA,Hip-Hop,Trap,117,72,82,89,66,22,35,-8,42,33,296796,1950,Arabic,Happy,Joyful,50s-Early
S015648,Song_15648,Wizkid,Afro,Afrobeats,135,83,77,91,17,41,67,-42,54,88,238180,1968,Japanese,Euphoric,Ecstatic,60s
S015649,Song_15649,Red Hot Chili Peppers,Electronic,Synthwave,117,84,82,98,39,60,91,-49,93,59,296417,1980,Hindi,Euphoric,Ecstatic,80s
S015650,Song_15650,Katy Perry,Rock,Indie Rock,120,86,50,15,34,22,79,-11,70,14,103648,2023,Spanish,Angry,Aggressive,2020s
S015651,Song_15651,Ghost,Electronic,Drum & Bass,135,85,77,77,32,50,67,-10,46,79,294856,1979,Spanish,Euphoric,Ecstatic,70s
S015652,Song_15652,Hans Zimmer,Electronic,Drum & Bass,125,74,78,25,10,47,48,-41,36,11,314625,1967,Korean,Neutral,Peaceful,60s
S015653,Song_15653,Luke Combs,Afro,Afrohouse,144,41,48,68,39,16,74,-22,65,7,207296,1998,Italian,Romantic,Passionate,90s
S015654,Song_15654,J. Cole,Metal,Metalcore,125,90,50,60,9,41,41,-28,62,8,289446,1996,Portuguese,Energetic,Powerful,90s
S015655,Song_15655,Slayer,Latin,Latin Trap,105,60,42,88,20,34,64,-36,60,80,142285,1994,Italian,Neutral,Peaceful,90s
S015656,Song_15656,Katy Perry,Rock,Hard Rock,136,78,41,3,20,16,40,-23,4,1,183626,1984,Hindi,Angry,Aggressive,80s
S015657,Song_15657,Future,Electronic,Synthwave,137,72,85,96,27,43,96,-36,81,20,388469,1999,Italian,Happy,Joyful,90s
S015658,Song_15658,Camila Cabello,Latin,Latin Trap,138,51,70,2,21,35,53,-34,46,20,119716,1950,Spanish,Neutral,Peaceful,50s-Early
S015659,Song_15659,Bad Bunny,Afro,Afrohouse,103,54,69,51,14,27,21,-57,57,1,360041,1982,Portuguese,Neutral,Peaceful,80s
S015660,Song_15660,Jay-Z,Jazz,Avant-Garde Jazz,141,69,78,19,68,13,59,-44,40,19,197341,1963,Korean,Neutral,Peaceful,60s
S015661,Song_15661,Queen,R&B,Neo Soul,135,82,42,2,67,14,33,-5,72,32,104880,2001,German,Angry,Aggressive,2000s
S015662,Song_15662,Lucky Daye,Latin,Salsa,90,46,59,93,37,48,79,-35,38,51,189545,1988,Italian,Romantic,Passionate,80s
S015663,Song_15663,Taylor Swift,Metal,Black Metal,193,85,37,71,27,45,59,-57,14,20,248258,2009,Korean,Happy,Joyful,2000s
S015664,Song_15664,Alicia Keys,Rock,Progressive Rock,150,44,42,65,16,14,30,-27,44,20,419397,1991,Arabic,Romantic,Passionate,90s
S015665,Song_15665,Lil Baby,Latin,Latin Trap,124,51,72,85,13,10,92,-29,0,42,329801,1954,Hindi,Neutral,Peaceful,50s-Early
S015666,Song_15666,H.E.R.,Metal,Black Metal,154,93,39,50,29,5,81,-25,53,49,208746,2007,English,Energetic,Powerful,2000s
S015667,Song_15667,Jay-Z,Electronic,House,124,71,68,4,36,88,54,-52,46,7,412171,2016,French,Angry,Aggressive,2010s
S015668,Song_15668,Kendrick Lamar,Jazz,Fusion,141,72,58,93,69,36,62,-46,93,57,187155,2016,Hindi,Happy,Joyful,2010s
S015669,Song_15669,Travis Scott,Latin,Bossa Nova,96,82,63,11,64,11,83,-25,2,12,150511,1958,Hindi,Angry,Aggressive,50s-Early
S015670,Song_15670,Taylor Swift,R&B,Funk,104,70,82,86,15,16,76,-14,79,15,142564,2007,Italian,Happy,Joyful,2000s
S015671,Song_15671,Stray Kids,Hip-Hop,Boom Bap,88,45,47,25,10,24,27,-55,5,26,127299,1978,Arabic,Neutral,Peaceful,70s
S015672,Song_15672,Ozuna,R&B,Funk,123,60,43,83,11,41,82,-60,8,30,322899,2017,English,Neutral,Peaceful,2010s
S015673,Song_15673,Bruno Mars,Afro,Afrobeats,81,78,63,80,67,19,50,-52,91,49,351508,1988,Spanish,Euphoric,Ecstatic,80s
S015674,Song_15674,Adele,Pop,Latin Pop,107,70,42,0,61,7,32,-52,4,6,103552,1996,Italian,Neutral,Peaceful,90s
S015675,Song_15675,Future,Rock,Classic Rock,81,41,40,29,11,43,59,-36,80,36,296212,1954,Korean,Sad,Melancholic,50s-Early
S015676,Song_15676,Katy Perry,Metal,Progressive Metal,158,87,36,68,16,49,46,-22,79,45,235912,2015,Arabic,Happy,Joyful,2010s
S015677,Song_15677,Calvin Harris,Jazz,Fusion,135,81,82,10,48,9,85,-12,94,0,138591,1982,Spanish,Angry,Aggressive,80s
S015678,Song_15678,Alicia Keys,Country,Outlaw Country,92,67,73,57,57,27,30,-20,33,67,418758,2009,Arabic,Neutral,Peaceful,2000s
S015679,Song_15679,J. Cole,Classical,Contemporary,54,28,32,70,97,70,34,-43,9,27,301687,2013,Korean,Relaxed,Calm,2010s
S015680,Song_15680,Harry Styles,Jazz,Cool Jazz,119,55,69,17,44,7,30,-25,41,66,373783,2015,German,Neutral,Peaceful,2010s
S015681,Song_15681,Tyler The Creator,Latin,Reggaeton,155,40,54,2,19,21,75,-17,91,80,150007,2013,Korean,Sad,Melancholic,2010s
S015682,Song_15682,Katy Perry,Jazz,Avant-Garde Jazz,142,58,54,79,34,48,49,-26,46,86,211784,1973,Italian,Neutral,Peaceful,70s
S015683,Song_15683,DaBaby,Rock,Alternative Rock,117,64,57,29,59,8,79,-49,27,20,138435,2010,English,Neutral,Peaceful,2010s
S015684,Song_15684,Lil Nas X,Rock,Classic Rock,100,61,80,48,59,22,49,-52,46,62,239695,2007,Hindi,Neutral,Peaceful,2000s
S015685,Song_15685,Yiruma,Afro,Afrohouse,159,68,76,98,64,38,84,-29,80,84,419049,1982,Italian,Happy,Joyful,80s
S015686,Song_15686,Stray Kids,Rock,Punk Rock,111,67,67,90,23,37,39,-49,39,4,143845,1958,Italian,Happy,Joyful,50s-Early
S015687,Song_15687,Beyoncé,Metal,Black Metal,149,85,55,12,27,7,81,-52,5,31,219694,2000,French,Angry,Aggressive,2000s
S015688,Song_15688,J Balvin,Latin,Bossa Nova,156,74,60,55,58,36,85,-39,29,80,419855,1965,Arabic,Neutral,Peaceful,60s
S015689,Song_15689,Summer Walker,Latin,Salsa,129,82,49,11,28,7,65,-27,18,26,413521,1981,Arabic,Angry,Aggressive,80s
